id,week,name,artist,kana,year,nation,label,producer,corner,youtube
369,45,Surrender,Cheap Trick,,1978,US,Epic,Tom Werman,,ZbkypX1OhZ0
370,45,Go All the Way,Raspberries,,1972,US,Capitol Records,Jimmy Ienner,,R5u25XGGo-E
371,45,Down About It,The Lemonheads,,1993,US,Atlantic,,,pCEDp1jxZAk
372,45,Mr. Tomorrow,Gigolo Aunts,,2002,US,Bittersweet,,,
373,45,Writing to Reach You,Travis,,1999,UK,Independiente,Nigel Godrich,,UeCcuH-EsuM
374,45,If This Ain't Really Love,The Szuters,,1998,US,Victor,,,
375,45,In the Street,Big Star,,1972,US,Ardent,John Fry,,RODxsYyXkys
376,45,地球はメリー・ゴーランド,ガロ,,1971,JPN,マッシュルーム,ミッキー・カーチス,ちょっぴりタイムマシン,
377,46,テレビ,スピッツ,,1991,JPN,ポリドール,,漫遊前の一曲,
378,46,Debaser,Pixies,,1989,US,4AD,Gil Norton,,PVyS9JwtFoQ
379,46,Bone Machine,Pixies,,1988,US,4AD,Steve Albini,,HfLk4o6ybCU
380,46,Here Comes Your Man,Pixies,,1989,US,4AD,Gil Norton,,tPgf_btTFlc
381,46,Something Against You,Pixies,,1988,US,4AD,Steve Albini,,ApUZ5DEyBHM
382,46,Velouria,Pixies,,1990,US,4AD,Gil Norton,,nc0Mv4Iyxvc
383,46,Bel Esprit,Pixies,,2016,US,Pixiesmusic,Tom Dalgety,,0O6Q6vb4KBk
384,46,Broken Face,Pixies,,1988,US,4AD,Steve Albini,,
385,46,Allison,Pixies,,1990,US,4AD,Gil Norton,,n37Bdr559to
386,46,できない,ふくろうず,,2010,JPN,SPACE SHOWER MUSIC,,ちょっぴりタイムマシン,_DGp6LhmXoc
387,47,涙がキラリ☆,スピッツ,,1995,JPN,ポリドール,笹路正徳,漫遊前の一曲,hGsNLE45uWE
388,47,ミサイルマン,THE HIGH-LOWS,,1995,JPN,キティレコード,,,
389,47,Garden,Spiral Life,,1995,JPN,ポリスター,,,bezCXU9hdCs
390,47,とまどいの時を越えて,FLYING KIDS,,1995,JPN,ビクターエンタテイメント,,,
391,47,Heavy Metal Thunder,Cornelius,,1995,JPN,ポリスター,,,
392,47,レミレミ,神森徹也,かみもりてつや,1995,JPN,EMIミュージック・ジャパン,,,
393,47,ノーコメント,TRANSISTOR GLAMOUR,,1995,JPN,日本コロムビア,,ちょっぴりタイムマシン,
394,48,ヘビーメロウ,スピッツ,,2017,JPN,ユニバーサル,亀田誠治,漫遊前の一曲,BASmTe-x-Ok
395,48,Back in Black,AC/DC,,1980,AUS,Albert,Robert John “Mutt” Lange,,pAgnJDJN4VA
396,48,Are You Gonna Be My Girl,Jet,,2003,AUS,Elektra,Dave Sardy,,tuK6n2Lkza0
397,48,What You Need,INXS,,1985,AUS,Atlantic,Chris Thomas,,FoEPrbdfmT4
398,48,"Hey, St. Peter",Flash & the Pan,,1978,AUS,Albert,Harry Vanda,,ffNImKTmiws
399,48,Lonesome Loser,Little River Band,,1979,AUS,Capitol Records,John Boylan,,ay1FBKsF2Nk
400,48,The Less I Know The Better,Tame Impala,,2015,AUS,Modular,,,sBzrzS1Ag_g
401,48,Butch & The Sundance Kid,Psysalia Psysalis Psyche,,2008,JPN,Acid Rain,,ちょっぴりタイムマシン,
402,49,エスカルゴ,スピッツ,,2002,JPN,ユニバーサル,亀田誠治,漫遊前の一曲,
403,49,Angel from the Coast,Thin Lizzy,,1976,IRE,Vertigo,,,skZXB37hk0M
404,49,Look What the Wind Blew In,Thin Lizzy,,1971,IRE,Decca Records,Scott English,,KTjF-yfUtn4
405,49,The Rocker,Thin Lizzy,,1973,IRE,Decca Records,NickTauber,,BF3NnFruoWQ
406,49,King's Vengeance,Thin Lizzy,,1975,IRE,Vertigo,Phil Lynott,,cxisFycOcxA
407,49,S & M,Thin Lizzy,,1979,IRE,Vertigo,Tony Visconti,,D4Ix_8YxQWo
408,49,Cowboy Song (Live 1978),Thin Lizzy,,1978,IRE,Vertigo,Tony Visconti,,I_5lv00BmoU
409,49,捨てちまえ,THEATRE BROOK,,1997,JPN,エピックレコードジャパン,,ちょっぴりタイムマシン,
410,50,ウサギのバイク,スピッツ,,1991,JPN,ポリドール,,漫遊前の一曲,
411,50,This Is the Sound,The Juliana Hatfield Three,,1993,US,Mammoth,Scott Litt,,
412,50,美しい棘,GLIM SPANKY,,2017,JPN,ユニバーサル,,,aoHztp815sw
413,50,Motorcrash,The Sugarcubes,,1988,ISL,One Little Indian,,,vz9WNOkVTWo
414,50,チューチュー ラブリー ムニムニ ムラムラ プリンプリン ボロン ヌルル　レロレロ,マキシマム ザ ホルモン,,2007,JPN,VAP,,,
415,50,Beautiful Dream,"Suddenly, Tammy!",,1995,US,Warner Bros.,,,fe2L1HXq7u0
416,50,タマシイレボリューション,Superfly,,2010,JPN,ワーナーミュージック・ジャパン,,,Z2tedgbqJJs
417,50,Water Tracks,トルネード竜巻,,2003,JPN,colla disc,,ちょっぴりタイムマシン,
418,51,ナサケモノ,スピッツ,,2016,JPN,ユニバーサル,亀田誠治,漫遊前の一曲,
419,51,Semicircle Song,The Go! Team,,2018,UK,Memphis Industries,,,DMPRjK813ME
420,51,Future,Attractions,,2018,JPN,GIMMICK-MAGIC,,,
421,51,アーケード,カネコアヤノ,,2018,JPN,We Are,,,r8BB8wQhtd8
422,51,生活,polly,,2018,JPN,DAIZAWA RECORDS,,,Kzion235n-E
423,51,Nobody,Mitski,,2018,US,Dead Oceans,Patrick Hyland,,qooWnw5rEcI
424,51,漂流劇団,ズーカラデル,,2018,JPN,SPACE SHOWER MUSIC,,,nRhycautvCE
425,51,Apathy,Frankie Cosmos,,2018,US,Sub Pop,,,Vc3JanvAgz8
426,51,あなたはやって来る 〜Dear Santa〜,小谷美紗子,おだにみさこ,1997,JPN,ユニバーサル,,ちょっぴりタイムマシン,
427,52,まもるさん,スピッツ,,2008,JPN,ユニバーサル,亀田誠治,漫遊前の一曲,
428,52,そんなヒロシに騙されて,サザンオールスターズ,,1983,JPN,タイシタレーベル,,,
429,52,Buddy Holly,Weezer,,1994,US,DGC,Ric Ocasek,,kemivUKb4f4
430,52,Jeremy,Pearl Jam,,1992,US,Epic,Rick Parashar,,MS91knuzoOA
431,52,TOSHI-LOWさん,キュウソネコカミ,,2017,JPN,Getting Better,,,jSHAEoLBJCU
432,52,Jimmy,The Living End,,2003,AUS,EMI,Mark Trombino,,L2NJ_HJe53s
433,52,Paul,Big Thief,,2016,US,Saddle Creek Records,,,4lu5fA6i6zg
434,52,Hey Joe,The Jimi Hendrix Experience,,1966,US,Polydor,Chas Chandler,,rXwMrBb2x1Q
435,52,Devil’s own,WINO,,1998,JPN,SPEEDSTAR RECORDS,,ちょっぴりタイムマシン,
